"","seqnames","start","end","0h_1","0h_2","0h_2re","0h_3","0h_3re","0.5h_1","0.5h_2","0.5h_3","1h_1","1h_2","1h_3","3h_1","3h_2","3h_3","24h_1","24h_2","24h_3","76h_1","76h_2","76h_3"
"33","Tb927_02_v5.1",993346,993746,29.0409308971213,40.0829355059632,31.1231947242707,35.2014514780802,42.2239830180363,70.8672094437534,44.4170995578402,75.6914840766259,79.9775148370462,42.8990294431728,73.1166506128653,112.542582859321,121.159146563037,92.1862362771182,64.0583498572551,93.0309429186312,55.1129172189946,108.417307052266,110.161793594578,89.7182909215519
"34","Tb927_03_v5.1",1227745,1228145,232.07923409238,189.866536607194,133.157111494316,168.227226447782,213.857989074286,167.631802813522,146.888127485138,307.998627327878,417.932214244068,298.714100723933,478.905166544607,533.529458327567,537.588919482304,535.991911318738,317.582814093307,554.652836894624,199.501618270054,651.998108413857,646.981962380857,589.980835300798
"35","Tb927_03_v5.1",1376967,1377367,296.862849170573,220.360253092592,156.756017384147,218.9887398111,234.033271062426,192.968232575075,180.915262234127,324.426843325217,494.086712119496,341.876314396818,550.776521404942,563.644301189234,587.560492232616,622.348187989399,297.982871226535,613.196721407614,247.948610296254,674.246070351075,683.702560245717,610.250523249741
"36","Tb927_03_v5.1",139824,140224,100.029873090085,68.083455046014,65.3245076080847,57.5212123790369,105.920230437736,41.4171158094759,55.1966880470237,88.2256044301508,152.156075072392,128.170719870093,167.937027198406,202.576649146778,189.015282192408,182.914982652622,114.253325491671,171.257685155817,75.2297271758198,195.914888700879,183.920916578539,184.420931338746
"37","Tb927_03_v5.1",1607313,1607713,92.3352674677703,65.7820424810783,46.6277898982664,62.1127060500908,74.3603250420025,38.2383755441888,50.7809530032618,82.3844609644305,146.956772004592,121.591114127275,155.306170279882,156.628229110421,163.240470984353,165.242917595546,106.285869041764,143.163349771709,67.1353894417126,106.258922685222,107.777339187769,103.674469509349
"38","Tb927_03_v5.1",1612375,1612775,206.76149946412,183.154083292798,138.857330308285,197.816852327907,179.848228008564,142.669342494944,152.732482690117,211.254688676885,347.435781471834,267.921545847545,368.251743962606,340.42190925585,351.554397769739,381.862354223003,246.035055173139,375.656592291688,198.668377620954,358.291804929234,349.243088783966,299.559404688071
"39","Tb927_03_v5.1",1616833,1617233,187.64909195063,137.89296951573,118.450546954276,153.177330525994,153.476252266924,106.487798887118,124.419828585997,170.001612950235,301.25373657549,254.762334361909,325.55588959013,306.891981121211,310.349767607201,349.797576387484,248.265942979113,385.245676823988,143.317391645074,136.808362957224,140.523846374614,128.928506953934
"40","Tb927_03_v5.1",1618574,1618974,33.0123402505738,43.3432699729554,34.8853391414903,34.1811195511793,40.927000604513,26.1778610082466,32.468640027661,32.8564319946769,116.678477668578,116.853797992446,59.4183973350292,77.1498809394242,76.2724005136341,61.9433208186169,105.489123396773,68.469428151687,36.4245198034824,28.7231150383492,29.7261982715529,29.4076620242865
"41","Tb927_03_v5.1",260103,260503,239.277413545512,179.126611304161,128.824945195699,149.478627290978,223.945630068356,151.457624404856,143.771138042483,322.723176481048,392.853222975854,271.079756604098,504.166880381655,526.854518930394,592.294641230014,537.813773695756,344.353467764995,557.344509745796,209.024368545474,608.166302806202,587.688529464872,587.654805536165
"42","Tb927_03_v5.1",263301,263701,235.30600419206,177.59233626087,125.746827036156,123.842787627594,201.464601567286,149.30730010775,123.770455785444,266.380480134621,377.408234450918,381.617133083439,388.176476003095,472.83407915792,505.852587314562,451.639683262798,358.216841987834,500.482920764788,167.600404847396,432.507021242194,443.826446920726,427.1587517765
"43","Tb927_03_v5.1",588495,588895,217.682875186114,217.0999186256,147.521662905518,176.262340372126,234.465598533601,212.882105413491,173.38253774771,331.484891679629,400.652177577555,265.552887780131,482.46315440898,546.258412526828,576.514144572021,549.473692908673,285.075591777685,507.548561999115,220.570703254421,603.517474938724,585.780965939425,525.018146874267
"44","Tb927_03_v5.1",868822,869222,98.5405945825398,101.453937237581,95.5356673221204,83.4121350241466,107.93775863655,112.284325253229,115.068860258031,116.33610735893,291.772654510677,197.124988054824,131.467651588583,180.223363723685,182.703083529211,143.927127784433,276.630087940783,124.153410260307,100.465015405683,119.873347154266,116.043447798041,117.962938063522
"45","Tb927_03_v5.1",872724,873124,297.359275339755,148.632894818763,128.254923314302,94.8908692017814,207.661295320786,62.8268664197919,92.6005613588892,182.657423792629,258.283025926905,323.716602546641,314.704026603793,296.491494153522,298.602064539584,308.805672904576,198.389665602693,300.626211565269,115.582381467913,339.032375192538,343.520398207625,384.459491097169
"46","Tb927_03_v5.1",977873,978273,295.373570663029,231.483747156448,145.24157537993,189.271572440112,248.444186768241,151.364132044112,169.48630094439,350.346917454351,512.743034892191,378.195738097173,536.010871767794,608.350872035419,630.86918861622,603.947377981515,331.605537445144,469.528682976311,221.880081417291,595.215996603941,591.662620142887,579.679846343138
"47","Tb927_04_v5.1",1282605,1283005,181.19555175127,122.166650322003,100.095842373296,104.839105489065,165.725530616866,92.6509294970444,83.5093421511441,177.668113748993,298.042402327731,272.395677752661,304.030063010674,363.5513504228,383.290729937481,350.890693813695,232.012331821302,334.272122204919,131.652022557685,350.820474427929,338.274598512645,373.327777223569
"48","Tb927_04_v5.1",1391957,1392357,219.172153693659,157.454976317683,122.668708876613,152.667164562543,199.014745897297,126.588656447021,113.250616416482,239.97364405001,307.982246427937,269.500651225821,413.438189840143,439.459382172052,475.168288257353,450.728752074289,261.969968072953,427.471294676748,174.504398797076,471.357939848979,457.974209734459,441.281075347485
"49","Tb927_04_v5.1",1461508,1461908,49.6426169181561,63.8641986769653,50.8459518206035,55.4805485252351,69.0282862308511,77.5051670565588,64.1580326946581,79.5855797204395,163.472205278781,113.432403006181,88.9496966093252,129.618009224184,135.536932406987,112.955467375125,164.288951997089,107.835143600077,64.8737362513003,69.2343293120902,70.1029595601863,65.2949783929072
"50","Tb927_04_v5.1",1463904,1464304,54.1104524407901,69.2341613284819,46.3997811457076,63.3881209587169,69.6047228590837,79.935968435896,60.6514195716707,96.2571766955163,172.035763272805,126.854798721529,127.198066151335,171.840881690025,177.442917976547,145.748990161452,133.534570100447,169.238930517438,80.4672398273009,120.039376720962,129.873283357533,108.492674021803
"51","Tb927_04_v5.1",1465900,1466300,73.2228599542802,60.6038642099731,51.7579868308385,45.9149367105394,75.3690891414095,52.2622296557495,57.0149318885727,110.738344870948,133.499752299697,111.326929168479,139.651023676641,178.67105223597,179.196306494101,161.963565316913,101.664744300818,156.958173133965,52.970298407025,168.187951062704,170.885899154649,185.583946221062
"52","Tb927_04_v5.1",1467414,1467814,235.057791107469,157.263191937272,138.743325932005,140.040556967145,209.6788235196,112.845279417692,111.951870815375,225.492475874579,350.035433005734,292.66086344054,371.276033647323,436.820452642937,479.55175955124,420.66802285349,257.667541590004,373.469608100111,162.124823439029,415.405975872541,436.673083700299,442.610235212989
"53","Tb927_04_v5.1",1475055,1475455,166.054553591232,137.125831994085,138.629321555726,114.532258794623,155.493780465738,112.097340531742,106.756888410949,155.277063797065,183.046052122265,167.648354327,202.449509482824,237.037964174046,244.773037050651,229.008100791181,132.41912619746,182.529065220099,110.582937573317,149.260580459398,150.697518510332,161.659068641982
"54","Tb927_04_v5.1",17880,18280,545.572359930535,341.951550273361,414.747920904384,277.657825607901,531.618680387494,274.026109339896,371.441241916442,493.454932364499,566.724034390236,441.096768998512,751.447036955579,670.598562692782,687.328298881485,827.489891641642,338.616899121062,709.255796283814,300.08566805418,699.150505355424,688.948359940697,699.636524204917
"55","Tb927_04_v5.1",1951,2351,74.9603515464157,73.6452020779419,90.2914660132689,66.95928270287,87.906585805468,73.4849955445781,98.7046656840894,74.8396506545417,163.166363921852,123.696587964977,130.578154622489,141.570807679587,150.791412509713,131.902836096114,193.131144345754,146.191481729278,79.8720679350872,91.8143503826999,90.7682310858648,83.4047815604057
"56","Tb927_04_v5.1",24975,25375,230.589955584835,121.015944039535,214.442231781514,87.6210042226127,208.381841106077,58.7132025470675,95.8474253616553,98.8126769617689,110.561650529989,201.072751500515,165.624335086563,146.227742142732,159.032338542221,168.157897398775,122.539480199575,123.648721600712,70.7064207949952,55.9519639764374,63.9033781024827,89.88443590474
"57","Tb927_04_v5.1",314439,314839,248.21308459078,208.469621507091,156.756017384147,145.6523825651,225.819049110112,135.189953635445,137.407284597061,254.089740758834,431.847995984357,343.718604004807,399.562037169089,492.548435051897,491.124123767102,456.012152967642,257.189494203009,454.21979363527,182.598736531183,479.161329483675,495.966516616284,519.867652395437
"58","Tb927_04_v5.1",325861,326261,117.901215180621,88.6043837500239,153.677899224604,227.151395226307,151.746942382226,46.9331650933565,144.290636282925,160.996516773917,217.759046133755,241.866307105986,213.47927186238,440.856462510995,565.467796911425,234.291501684533,333.039679606127,215.333828093758,179.146739556343,204.050337468966,197.273861256669,190.402150733516
"59","Tb927_04_v5.1",535170,535570,267.32549210427,179.126611304161,167.700437506968,118.868669483952,253.632116422334,128.55199602264,112.601243615928,225.857547341186,381.69001344793,384.248975380566,382.839494206536,426.264734526477,448.166105087009,467.672072180558,291.130858679614,504.18397093515,165.338751656984,508.216503655415,511.227024819862,540.801920277132
"60","Tb927_04_v5.1",946296,946696,267.821918273452,142.495794645601,101.007877383531,126.138534463121,172.642770155657,105.926844722655,98.9644148043107,229.751642985,335.813809908515,301.609127250773,409.88020197577,400.651594979183,430.807558763216,416.65992562405,367.14039321173,468.855764763517,156.411173273777,523.32519422472,529.030951057369,523.85513199195
"61","Tb927_04_v5.1",966845,967245,153.147473192512,123.892709745704,85.7312909620938,101.6505682175,144.253266215202,103.215566261087,107.016637531171,222.206832675111,208.277964068943,137.908536369463,250.660245045078,320.552322213101,337.877967332811,284.028344577129,184.526291379854,273.036564840757,122.129272282264,336.209872558711,329.849526275253,337.27431587176
"62","Tb927_04_v5.1",970532,970932,106.235200204854,97.2346808685327,75.6989058495083,98.5895724367971,97.9942267995381,108.077169019761,104.549020889068,153.938468419505,139.616579438285,92.1144803994507,170.249719310248,215.305603346039,230.395251206702,197.672067906469,117.918355458629,182.024376560504,107.726112490691,240.576842142011,249.413930952227,220.474392690554
"63","Tb927_05_v5.1",107291,107691,150.417129262013,226.305568885342,159.94813991997,184.042371314745,199.879400839646,189.322030506069,204.812181294486,256.036788580741,355.999339465858,239.497649038572,343.523728305214,424.246729592447,412.221640477135,386.59919640325,206.835169439595,263.447480308457,186.288802262908,172.338690230095,160.71222701893,161.492923658793
"64","Tb927_05_v5.1",1161548,1161948,317.464535191608,246.44292882853,173.400656320937,239.01275387653,262.134556688764,220.641971355222,213.77352594212,371.155991050979,590.579660230732,431.885320958567,642.750507698984,600.278852299303,637.181387279417,689.210537225964,373.19566011366,813.053430607133,252.233847920193,669.265183350205,664.944852245486,620.883802173777
"65","Tb927_05_v5.1",1387425,1387825,262.361230412455,225.92200012452,150.941794193899,172.436095646248,227.54835899481,153.981918144936,143.381514362151,268.570908934266,475.124547989871,448.465927430468,470.188096276893,513.194177838504,512.164785977759,531.255069138491,432.792234358967,698.993793538721,215.33319060294,600.362913171506,558.598185701802,564.560652873025
"66","Tb927_05_v5.1",1395344,1395744,267.32549210427,184.304789575266,180.2409188977,119.378835447402,282.453947833963,110.227493316867,132.342176752746,244.111120671562,341.47187501171,386.61763344798,387.642777823439,412.293931137044,415.728417512245,409.008103640574,290.174763905626,440.593199826212,150.935591865411,444.959238744369,432.857956649404,497.271934681861
"67","Tb927_05_v5.1",1397702,1398102,38.7212411961617,30.1101477245752,23.1428883847141,21.2994289740558,36.6037258927687,25.4299221222967,30.1308979456694,40.644623282304,59.0273818873802,44.478134821449,56.9278058299681,65.6627759303349,70.8368961092142,73.7854262692349,68.360776340205,76.0397580456081,27.6159757987187,72.7209502126991,74.3949774924425,72.4392126699938
"68","Tb927_05_v5.1",1399358,1399758,48.8979776643837,52.1653514718756,45.7157548880314,37.4971983136072,65.1373389902812,68.9973622288786,65.9762765362071,73.9878172324575,85.482659261776,66.3224258876045,68.8470651756177,98.2613171723451,97.1377238725363,74.696357457744,131.941078810466,107.330454940482,53.0893327854678,94.9689121499175,88.5427403061763,82.0756216949012
"69","Tb927_05_v5.1",1405727,1406127,54.8550916945625,65.7820424810783,52.8980305936323,52.5470942353951,65.8578847755719,86.7609107701889,77.0156141456119,94.675200340217,118.972287845549,85.0085061972074,81.3000227009232,123.563994422096,126.594650967457,105.850204104754,154.409305999204,134.920101664995,76.3010365818046,123.858056754962,122.560956509986,105.003629374853
"70","Tb927_05_v5.1",1429099,1429499,112.192314235033,90.7140119345483,106.366083068662,105.221729961653,128.11304062469,74.0459497090405,88.3147008752379,121.933869846912,223.417111236949,203.967778027355,219.527851231815,213.908523007096,219.699581249617,221.720651283108,197.911618215698,252.51255935057,104.393149894294,112.402016652962,109.843866340337,118.12908304671
"71","Tb927_05_v5.1",144225,144625,107.228052543217,115.454197007607,116.512472557526,80.988846697757,137.624244990528,129.393427269333,127.536818028652,163.4303265513,292.231416546071,218.706094891267,183.414274408429,280.192223532516,279.490129698236,199.858302758891,321.407193189262,220.212485136507,124.390925472677,151.418964826442,151.492336645935,143.715410457671
"72","Tb927_05_v5.1",148333,148733,290.409308971213,225.346646983286,147.863676034356,201.770638544648,270.492887798137,215.312906792829,199.61719889006,395.129017358206,461.208766249582,359.246473557858,553.089213516784,597.329460472644,629.115800098665,662.975718996903,367.937138856721,653.403584621996,249.138954080682,675.740336451336,683.066705737234,632.347806013753
"73","Tb927_05_v5.1",164452,164852,274.275458472812,323.540249753875,274.864551209585,247.3029507826,320.066437826138,403.700013691461,379.753213763523,426.038401530977,782.036349668555,555.318724693831,488.689633171633,687.829220206416,697.673291135058,556.761142416745,626.87947347871,559.195034830977,320.797649903219,451.102332712108,452.251519158118,406.889063827557
"74","Tb927_05_v5.1",171976,172376,253.673772451778,235.894787905908,137.375273416653,150.754042199604,241.52694722945,177.82247013459,161.43407821753,308.728770261093,414.720879996309,308.451917223303,441.190495182253,512.262790945875,543.199762738479,499.919036253779,258.782985492991,442.780184017789,197.835136971855,527.974022092199,521.082769701339,521.529102227318
"75","Tb927_05_v5.1",17594,17994,93.3281198061334,76.7137521645229,52.214004335956,89.0239606221014,60.958173435595,46.1852262074066,49.3523328420447,64.8610305672695,180.752241945294,146.33043172027,172.74031081531,160.664238978479,174.98817405197,186.194334931254,130.347587520484,196.492118135554,80.3482054488582,98.7875921839177,93.470612746915,92.2104656693728
"76","Tb927_05_v5.1",178710,179110,87.3710057759547,102.988212280872,79.1190371378897,123.842787627594,92.3739696742705,139.771079311888,126.757570667989,144.081538821101,259.353470676158,149.751826706536,175.586701106808,246.662295397877,255.819384711246,189.655873447589,192.334398700763,187.23949270965,148.673938674998,187.779439932791,186.623298239589,149.364339886065
"77","Tb927_05_v5.1",19155,19555,341.789417481505,262.552816783079,258.105907896516,214.397246140046,352.346889007163,128.271518940409,181.56463503468,257.253693469433,477.265437488377,571.63614693602,496.873005259691,462.899285636545,475.168288257353,508.663975663466,362.04122108379,536.652274702411,204.262993407764,342.851055226538,327.147144614203,396.754219853085
"78","Tb927_05_v5.1",241463,241863,299.593193101072,228.415197069867,142.049452844107,204.066385380175,220.631119456019,201.569529763499,187.408990239659,400.605089357319,484.758550733148,350.824578207051,644.885300417608,595.932380133701,640.16214775926,735.668027839927,362.678617599782,691.591693197998,247.829575917811,782.165288703254,758.574428619521,686.344925549872
"79","Tb927_05_v5.1",24613,25013,71.237155277554,65.590258100667,62.702406953659,66.4491167394195,66.5784305608627,50.2053977193873,68.8335168586413,94.1884383847403,111.632095279242,79.744821602953,122.750581320869,157.559616003049,153.596834137801,136.457492038659,85.8891805300012,119.274753217558,61.8978767902315,115.390548853484,104.439103018237,114.972328366137
"80","Tb927_05_v5.1",272408,272808,203.038303195258,169.920961044418,101.577899264928,132.005443042801,155.34967130868,112.377817613973,115.068860258031,216.974141653736,335.355047873121,246.866807470528,382.127896633661,410.431157351786,429.229509097417,410.64777977989,219.583099759446,422.760867187198,157.83958581509,487.296778251762,465.763427463369,476.83610174973
"81","Tb927_05_v5.1",296758,297158,264.843361258363,203.86679637722,133.841137751992,181.364000006631,207.228967849612,187.265198569707,167.538182542731,332.458415590582,400.040494863696,292.397679210828,541.881551744009,537.099774749311,574.059400647444,601.032398178286,319.01695625429,584.934156470309,239.735238183704,624.105141208986,623.455345567008,575.193931797061
"82","Tb927_05_v5.1",379548,379948,204.527581702803,182.00337701033,106.59409182122,138.892683549382,160.537600962773,172.212928489965,128.965438189869,269.544432845219,358.140228964364,267.39517738812,402.586326853806,476.559626728435,508.65800894265,428.866403550071,371.602168823679,473.229733146672,189.264661723977,490.783399152371,485.633880853445,464.541372993813
"83","Tb927_05_v5.1",561596,561996,268.566557527224,147.290404155884,130.192997711052,126.903783408296,192.241615515564,57.8717713003738,81.6910983095951,147.488872509438,253.236643537569,362.667868544123,336.585651969687,289.506092458805,292.815882431653,337.044539748357,232.809077466293,416.536373718862,128.200025582845,342.518996093146,318.881036003931,396.089639920333
